Unique Lake,Latitude,Longitude,Chla,TP,TN,DO,TSS,Country,Lake Name
JPN11048,35.97778,140.48139,43,109,761,8.4,32,JPN,Kasumigaura
JPN11048,35.97778,140.48139,81,103,1021,7.6,19.1,JPN,Kasumigaura
JPN11048,36.11972,140.39028,39,65,2058,8.9,20.7,JPN,Kasumigaura
JPN11048,36.11972,140.39028,111,123,1535,14.5,19.3,JPN,Kasumigaura
JPN11048,36.11972,140.39028,80,100,1830,12.4,19.2,JPN,Kasumigaura
JPN11048,36.04306,140.41167,40,93,651,8.73,17.8,JPN,Kasumigaura
JPN11048,36.04306,140.41167,21,36,772,12.9,6.9,JPN,Kasumigaura
JPN11048,36.04306,140.41167,35,42,865,8.1,18.8,JPN,Kasumigaura
JPN11048,35.97778,140.48139,66,90,1236,11.8,23.8,JPN,Kasumigaura
JPN11048,35.97778,140.48139,25,49,1082,8.6,8.1,JPN,Kasumigaura
JPN11048,36.11972,140.39028,80,120,1910,12.2,25.5,JPN,Kasumigaura
JPN11048,36.11972,140.39028,108,126,1645,12,20,JPN,Kasumigaura
JPN11048,36.11972,140.39028,100,118,1069,11.9,24.4,JPN,Kasumigaura
JPN11048,36.04306,140.41167,92,147,1894,9,24.3,JPN,Kasumigaura
JPN11048,35.97778,140.48139,47,110,1049,11.6,19.9,JPN,Kasumigaura
UGA12564,-2.141067,32.46495,1.4,86.9,260,5.866,8,UGA,Victoria
UGA12564,-2.5908,32.86835,17.3,0.1,30,6.02,3.33,UGA,Victoria
UGA12564,-2.617783,32.853467,9.5,79.4,560,5.47,28,UGA,Victoria
UGA12564,-2.245183,31.748517,26.8,72.8,870,5.36,1,UGA,Victoria
UGA12564,-2.141067,32.46495,3.6,122.6,180,4.28,15,UGA,Victoria
UGA12564,-2.77405,32.897483,12.1,91.7,670,7.21,11.765,UGA,Victoria
UGA12564,-1.865,33.209,1.8,55.4,270,5.802,8,UGA,Victoria
UGA12564,-1.202,33.722,1.2,69.5,250,6.223,8,UGA,Victoria
UGA12564,-2.490683,32.849533,6.2,72.5,270,5.64,25,UGA,Victoria
UGA12564,-2.77405,32.897483,30.3,90.4,570,6.28,5,UGA,Victoria
UGA12564,-1.865,33.209,2,31.9,230,6.32,8,UGA,Victoria
UGA12564,-2.5908,32.86835,6.8,105.2,250,3.99,1.2,UGA,Victoria
UGA12564,-2.490683,32.849533,6.4,6,60,7.22,23.3,UGA,Victoria
UGA12564,-2.77405,32.897483,5.6,76.7,430,6.38,3.2,UGA,Victoria
UGA12564,-2.310217,32.83839,2.6,90,450,7,4,UGA,Victoria
UGA12564,-2.141067,32.46495,5.1,124.2,260,4.98,25,UGA,Victoria
UGA12564,-1.865,33.209,2,75.5,230,6.518,16,UGA,Victoria
UGA12564,-2.299667,32.09525,10.7,11.2,660,4.88,1.5,UGA,Victoria
UGA12564,-2.299667,32.09525,3,58.9,140,3.69,35,UGA,Victoria
UGA12564,-2.617783,32.853467,21.8,81.1,640,6.12,32,UGA,Victoria
UGA12564,-2.310217,32.83839,5.3,56,290,6.443,8,UGA,Victoria
UGA12564,-2.245183,31.748517,17,60,280,6.924,8,UGA,Victoria
UGA12564,-2.711883,32.86825,64.7,11.2,1460,4.24,2,UGA,Victoria
UGA12564,-2.245183,31.748517,1.5,35.7,640,5.58,16,UGA,Victoria
UGA12564,-1.865,33.209,2.6,11.5,560,3.75,2.5,UGA,Victoria
UGA12564,-1.865,33.209,2.1,45.3,280,5.887,8,UGA,Victoria
UGA12564,-2.711883,32.86825,59.5,13.1,1350,5.7,1,UGA,Victoria
UGA12564,-2.617783,32.853467,4.5,71.3,320,7.1,1.67,UGA,Victoria
UGA12564,-1.0401,33.035,1.8,62.1,210,6.223,16,UGA,Victoria
UGA12564,-2.490683,32.849533,17.5,87.9,430,8.32,35,UGA,Victoria
UGA12564,-1.860817,32.546367,2.2,70,350,7,4,UGA,Victoria
UGA12564,-2.77405,32.897483,36.4,81.6,300,5.36,13.33,UGA,Victoria
UGA12564,-2.5908,32.86835,36.9,60.3,80,7.95,23.3,UGA,Victoria
UGA12564,-2.245183,31.748517,17.4,44.6,260,6.924,4,UGA,Victoria
UGA12564,-2.141067,32.46495,0.7,110,950,3.96,3.33,UGA,Victoria
UGA12564,-2.299667,32.09525,9.1,70,380,7,4,UGA,Victoria
UGA12564,-2.310217,32.83839,0.8,105,210,2.05,35,UGA,Victoria
UGA12564,-2.245183,31.748517,2.7,67.7,530,5.27,16,UGA,Victoria
UGA12564,-2.490683,32.849533,1.2,98,270,8.85,4,UGA,Victoria
UGA12564,-2.5908,32.86835,6.4,93,320,7.34,30,UGA,Victoria
UGA12564,-2.490683,32.849533,8.3,72.5,390,5.2,16,UGA,Victoria
UGA12564,-2.310217,32.83839,5.4,65.7,210,5.33,40,UGA,Victoria
UGA12564,-2.245183,31.748517,15.3,59.3,270,6.924,4,UGA,Victoria
UGA12564,-2.299667,32.09525,3.1,74.9,480,8.77,2,UGA,Victoria
UGA12564,-2.141067,32.46495,2.9,60,570,5.4,3.33,UGA,Victoria
UGA12564,-2.299667,32.09525,7.1,76.7,350,6.97,1.2,UGA,Victoria
USA13158,26.87042,-99.31921,34.9,213.982,1900.423,8.3,19.33,USA,Falcon Reservoir
USA13158,26.76066,-99.25053,12.9,54,1174,6.1,22,USA,Falcon Reservoir
USA13158,26.56869,-99.19033,9,54.619,1014.123,8,23,USA,Falcon Reservoir
USA13158,26.71668,-99.21928,18.7,71.237,933.265,9.9,12,USA,Falcon Reservoir
USA13158,26.61445,-99.24931,16.2,107.563,1304.704,10.6,10.33,USA,Falcon Reservoir
USA13158,26.85812,-99.31536,22.2,142.759,1946.621,9.3,36,USA,Falcon Reservoir
USA13158,26.85812,-99.31536,7.3,62,841,7.1,46,USA,Falcon Reservoir
